street_number,route,locality-political,postal_code,latitude_longitude
10025,South Placer Avenue,San Joaquin,93660.0,"36.59,-120.18"
8543,South Seventh,San Joaquin,93660.0,"36.61,-120.19"
22079,Karin Avenue,San Joaquin,93660.0,"36.6,-120.19"
,West Elkhorn Avenue,Cantua Creek,93608.0,"36.49,-120.22"
,Unnamed Road,Firebaugh,93622.0,"36.77,-120.41"
,West California Avenue,Firebaugh,93622.0,"36.72,-120.67"
,West Mountain View Avenue,Mendota,93640.0,"36.55,-120.51"
,Highway 33,Mendota,93640.0,"36.78,-120.39"
906,Jenning Circle,Mendota,93640.0,"36.75,-120.38"
431,Lolita Street,Mendota,93640.0,"36.76,-120.38"
753,Father Craig Street,Firebaugh,93622.0,"36.87,-120.46"
1948,13th Street,Firebaugh,93622.0,"36.86,-120.45"
3400,Birch Drive,Firebaugh,93622.0,"36.84,-120.44"
1830,Corregidor Avenue,Firebaugh,93622.0,"36.85,-120.45"
,1st Lift Canal,Firebaugh,93622.0,"36.86,-120.51"
42346,Shain Avenue,Dos Palos,93620.0,"36.97,-120.55"
50483,West Herndon Avenue,Firebaugh,93622.0,"36.84,-120.69"
1483,Avenue 396,Kingsburg,93631.0,"36.51,-119.54"
434,8th Street,Orland,95963.0,"39.75,-122.2"
233,East Shasta Street,Orland,95963.0,"39.75,-122.18"
4335,County Road N,Orland,95963.0,"39.74,-122.16"
89,South Street,Orland,95963.0,"39.74,-122.19"
6028,County Road 3,Orland,95963.0,"39.79,-122.25"
4781,County Road N,Orland,95963.0,"39.78,-122.16"
7093,County Road 15,Orland,95963.0,"39.74,-122.13"
3845,County Road M,Orland,95963.0,"39.7,-122.18"
6200,County Road 14,Orland,95963.0,"39.75,-122.23"
,Unnamed Road,Orland,95963.0,"39.71,-122.74"
,Wilson Creek,,,"39.68,-122.38"
,County Road P,Orland,95963.0,"39.65,-122.14"
,Kk Road,Willows,95988.0,"39.55,-122.18"
,Unnamed Road,Elk Creek,95939.0,"39.5,-122.53"
621,4th Street,Willows,95988.0,"39.53,-122.19"
534,Edgewood Lane,Willows,95988.0,"39.53,-122.2"
470,North Airport Road,Willows,95988.0,"39.53,-122.23"
6133,Road 53,Willows,95988.0,"39.51,-122.22"
526,West Sycamore Street,Willows,95988.0,"39.52,-122.2"
380,Elm Street,Willows,95988.0,"39.51,-122.2"
1600,South Tehama Street,Willows,95988.0,"39.5,-122.19"
,Unnamed Road,Orland,95963.0,"39.72,-122.04"
7875,County Road W,Glenn,95943.0,"39.6,-122.05"
,Road Ss,Willows,95988.0,"39.47,-122.1"
,Road Z,Butte City,95920.0,"39.45,-121.94"
178,Main Street,Hamilton City,95951.0,"39.74,-122.01"
27,7th Street,Eureka,95501.0,"40.8,-124.17"
810,K Street,Eureka,95501.0,"40.8,-124.16"
1923,I Street,Eureka,95501.0,"40.79,-124.16"
802,Harris Street,Eureka,95503.0,"40.78,-124.16"
3123,Ingley Street,Eureka,95503.0,"40.78,-124.17"
3300,Broadway Street,Eureka,95501.0,"40.78,-124.19"
1934,Broadway Street,Eureka,95501.0,"40.79,-124.18"
1926,B Street,Eureka,95501.0,"40.79,-124.17"
3965,Campton Road,Eureka,95503.0,"40.77,-124.16"
47,Spruce Street,Eureka,95503.0,"40.77,-124.17"
3125,Central Avenue,Eureka,95503.0,"40.78,-124.18"
,Unnamed Road,Eureka,95503.0,"40.75,-124.17"
4750,Fairway Drive,Eureka,95503.0,"40.76,-124.17"
4001,Broadway Street,Eureka,95503.0,"40.77,-124.19"
,Waterfront Trail,Eureka,95501.0,"40.81,-124.15"
1225,Bay Street,Eureka,95501.0,"40.8,-124.14"
973,Myrtle Avenue,Eureka,95501.0,"40.8,-124.15"
1910,Harrison Avenue,Eureka,95501.0,"40.79,-124.14"
3149,R Street,Eureka,95503.0,"40.78,-124.15"
1940,S Street,Eureka,95501.0,"40.79,-124.15"
3116,Harrison Avenue,Eureka,95503.0,"40.78,-124.14"
2483,Fern Street,Eureka,95503.0,"40.77,-124.14"
4612,Excelsior Road,Eureka,95503.0,"40.76,-124.15"
,Redwood Highway,Eureka,95503.0,"40.81,-124.11"
3085,Girard Court,Eureka,95503.0,"40.78,-124.13"
1101,Marsh Road,Eureka,95501.0,"40.8,-124.13"
3325,Edgewood Road,Eureka,95501.0,"40.79,-124.13"
1871,Panorama Drive,Arcata,95521.0,"40.86,-124.06"
3500,Hadley Place,Arcata,95521.0,"40.85,-124.05"
4538,Greenwood Heights Drive,Kneeland,95549.0,"40.8,-124.02"
255,Samoa Boulevard,Arcata,95521.0,"40.86,-124.08"
600,South G Street,Arcata,95521.0,"40.86,-124.09"
948,K Street,Arcata,95521.0,"40.87,-124.09"
,Park Drive,Arcata,95521.0,"40.87,-124.07"
231,12th Street,Arcata,95521.0,"40.87,-124.08"
2040,Eastern Avenue,Arcata,95521.0,"40.88,-124.09"
6300,Lanphere Road,Arcata,95521.0,"40.88,-124.15"
1730,Janes Road,Arcata,95521.0,"40.88,-124.1"
2275,Mad River Road,Arcata,95521.0,"40.9,-124.1"
,,,,"40.81,-124.23"
995,East California Avenue,Arcata,95521.0,"40.88,-124.06"
,Unnamed Road,Korbel,95550.0,"40.66,-123.74"
,,Arcata,,"40.91,-124.08"
,Unnamed Road,Hoopa,95546.0,"41.03,-123.76"
,California 169,Hoopa,95546.0,"41.32,-123.85"
3121,Pine Creek Road,Hoopa,95546.0,"41.09,-123.72"
,Oil Springs Road,Hoopa,95546.0,"41.11,-123.63"
,Twin Lakes Trail,Orleans,95556.0,"41.3,-123.66"
,Unnamed Road,Willow Creek,,"41.01,-123.52"
,Gold Bluffs Beach,Orick,95555.0,"41.36,-124.08"
,Unnamed Road,Trinidad,95570.0,"41.13,-124.06"
265,Parker Creek Drive,Trinidad,95570.0,"41.06,-124.14"
1001,Cedar Avenue,Trinidad,95570.0,"41.04,-124.1"
338,Tip Top Ridge Road,McKinleyville,95519.0,"40.97,-124.01"
571,Whittier Lane,McKinleyville,95519.0,"40.92,-124.0"
1750,Glendale Drive,McKinleyville,95519.0,"40.89,-124.01"
127,Acacia Drive,Blue Lake,95525.0,"40.88,-123.98"
,Old Highway 200,Blue Lake,95525.0,"40.93,-123.88"
,,,,"41.02,-124.16"
4680,Kemp Avenue,McKinleyville,95519.0,"40.99,-124.08"
,,,,"40.95,-124.16"
2395,McKinleyville Avenue,McKinleyville,95519.0,"40.95,-124.11"
2070,Babler Road,McKinleyville,95519.0,"40.95,-124.09"
1450,Green Acres Street,McKinleyville,95519.0,"40.93,-124.11"
2386,2nd Road,McKinleyville,95519.0,"40.94,-124.08"
2026,Saint Maru Lane,McKinleyville,95519.0,"40.92,-124.09"
,Old Railroad Grade Road,McKinleyville,95519.0,"40.94,-124.05"
2423,Central Avenue,McKinleyville,95519.0,"40.95,-124.1"
,Unnamed Road,Eureka,95503.0,"40.81,-124.07"
,HRC Road 15,Kneeland,95549.0,"40.72,-124.02"
,Unnamed Road,Eureka,95503.0,"40.73,-124.1"
555,Westgate Drive,Eureka,95503.0,"40.74,-124.17"
,Unnamed Road,Eureka,95503.0,"40.72,-124.14"
,Lundblade Mill Road,Loleta,95551.0,"40.67,-124.14"
6831,Linda Road,Eureka,95503.0,"40.73,-124.19"
5348,Tooby Road,Eureka,95503.0,"40.75,-124.21"
4811,Table Bluff Road,Loleta,95551.0,"40.69,-124.27"
1090,Tompkins Hill Road,Fortuna,95540.0,"40.62,-124.18"
1200,Palmer Boulevard,Fortuna,95540.0,"40.62,-124.17"
,Graham Way,Fortuna,95540.0,"40.62,-124.13"
943,7th Street,Fortuna,95540.0,"40.6,-124.16"
277,South 15th Street,Fortuna,95540.0,"40.59,-124.15"
2551,Hillside Drive,Fortuna,95540.0,"40.6,-124.14"
2515,Virginia Drive,Fortuna,95540.0,"40.59,-124.14"
,North Fisher Road,Hydesville,95547.0,"40.59,-124.05"
3123,Gray Brook Lane,Hydesville,95547.0,"40.55,-124.09"
,HRC Road 4,Kneeland,95549.0,"40.57,-123.96"
30142,California 36,Bridgeville,95526.0,"40.48,-123.73"
2380,Kenmar Road,Fortuna,95540.0,"40.58,-124.14"
2534,School Street,Fortuna,95540.0,"40.57,-124.14"
4151,Mill Street,Fortuna,95540.0,"40.57,-124.11"
194,California 36,Fortuna,95540.0,"40.55,-124.13"
225,Smither Court,Rio Dell,95562.0,"40.5,-124.1"
,HRC I-5 Road,Rio Dell,95562.0,"40.44,-124.09"
,Railroad Avenue,Rio Dell,95562.0,"40.47,-124.1"
,Shively Road,Scotia,95565.0,"40.45,-124.03"
837,Herbert Street,Ferndale,95536.0,"40.58,-124.26"
2799,Williams Creek Road,Ferndale,95536.0,"40.54,-124.23"
8028,Centerville Road,Ferndale,95536.0,"40.54,-124.35"
33856,Mattole Road,Petrolia,95558.0,"40.28,-124.25"
405-500,Rancho Lane,Whitethorn,95589.0,"40.06,-124.08"
,,Garberville,95542.0,"40.22,-124.0"
664,Elk Creek Road,Myers Flat,95554.0,"40.28,-123.84"
,,Blocksburg,95514.0,"40.24,-123.68"
422,Wood Ranch Road,Redway,95560.0,"40.16,-123.82"
155,Murrish Road,Redway,95560.0,"40.12,-123.82"
5842,Alderpoint Road,Garberville,95542.0,"40.11,-123.75"
1370,Fish Canyon Road,Garberville,95542.0,"40.05,-123.78"
617,Ironwood Road,Calipatria,92233.0,"33.12,-115.52"
425,North International Boulevard,Calipatria,92233.0,"33.13,-115.52"
170,East Date Street,Calipatria,92233.0,"33.12,-115.51"
,Simpson Road,Calipatria,92233.0,"33.19,-115.46"
307,Main Street,Calipatria,92233.0,"33.24,-115.51"
,Red Hill Road,Calipatria,92233.0,"33.2,-115.6"
,Unnamed Road,Brawley,92227.0,"33.09,-115.73"
201,East 6th Street,Calexico,92231.0,"33.04,-115.62"
746,Boarts Road,Westmorland,92281.0,"33.04,-115.6"
,Taecker Road,Brawley,92227.0,"32.99,-115.41"
4223,Elder Road,Brawley,92227.0,"32.96,-115.59"
1287,E Street,Brawley,92227.0,"32.98,-115.52"
692,Flammang Avenue,Brawley,92227.0,"32.99,-115.53"
351,E Street,Brawley,92227.0,"32.99,-115.51"
870,Birch Street,Brawley,92227.0,"32.99,-115.54"
180,182 E E St 129 137 N 2N,Brawley,92227.0,"32.98,-115.54"
461,West Main Street,Brawley,92227.0,"32.98,-115.55"
729,South 2nd Street,Brawley,92227.0,"32.97,-115.54"
33,Malan Street,Brawley,92227.0,"32.97,-115.53"
1041,West Legion Road,Brawley,92227.0,"32.96,-115.56"
1284,Martin Place,Brawley,92227.0,"32.97,-115.52"
2325,Highline Road,Holtville,92250.0,"32.82,-115.32"
,Unnamed Road,Holtville,92250.0,"32.76,-115.39"
,Hartshorn Road,Holtville,92250.0,"32.86,-115.4"
950,East 5th Street,Holtville,92250.0,"32.81,-115.37"
964,Beale Avenue,Holtville,92250.0,"32.82,-115.37"
2323,Holt Road,Holtville,92250.0,"32.82,-115.38"
460,Holt Avenue,Holtville,92250.0,"32.81,-115.38"
318,North Imperial Avenue,Imperial,92251.0,"32.85,-115.57"
741,South Imperial Avenue,Imperial,92251.0,"32.84,-115.57"
2433,Marshall Avenue,Imperial,92251.0,"32.83,-115.57"
642,Hamblet Court,Imperial,92251.0,"32.85,-115.59"
,Austin Road,Imperial,92251.0,"32.87,-115.6"
532,East Ralph Road,Imperial,92251.0,"32.87,-115.49"
,Forrester Road,El Centro,92243.0,"32.8,-115.64"
1880,Drew Road,Seeley,92273.0,"32.79,-115.69"
2005,Huff Road,Imperial,92251.0,"32.8,-115.73"
2129,West Diehl Road,El Centro,92243.0,"32.75,-115.72"
1367,County Highway S30,El Centro,92243.0,"32.75,-115.64"
2190,North La Brucherie Road,El Centro,92243.0,"32.81,-115.58"
2318,Montecito Avenue,Imperial,92251.0,"32.82,-115.55"
880,California 86,El Centro,92243.0,"32.8,-115.57"
685-689,East Evan Hewes Highway,El Centro,92243.0,"32.8,-115.48"
,Pitzer Road,El Centro,92243.0,"32.77,-115.52"
1089,Heber Avenue,Heber,92249.0,"32.73,-115.53"
1092,Clifford Avenue,Heber,92249.0,"32.73,-115.52"
405,East McCabe Road,Heber,92249.0,"32.75,-115.5"
328,San Diego Avenue,El Centro,92243.0,"32.8,-115.55"
348,South 3rd Street,El Centro,92243.0,"32.79,-115.55"
288,East Brighton Avenue,El Centro,92243.0,"32.79,-115.54"
812,North 7th Street,El Centro,92243.0,"32.8,-115.56"
752,West Brighton Avenue,El Centro,92243.0,"32.79,-115.56"
735,Yucca Drive,El Centro,92243.0,"32.78,-115.56"
396,South Imperial Avenue,El Centro,92243.0,"32.79,-115.57"
1450,South Imperial Avenue,El Centro,92243.0,"32.78,-115.57"
317,Yucca Drive,El Centro,92243.0,"32.78,-115.55"
2211,Desert Gardens Drive,El Centro,92243.0,"32.78,-115.58"
2765,Main Street,El Centro,92243.0,"32.79,-115.59"
2111,Olive Road,El Centro,92243.0,"32.79,-115.58"
1510,South Clark Road,El Centro,92243.0,"32.76,-115.56"
595,Ferrell Road,Calexico,92231.0,"32.69,-115.59"
920,Establo Street,Calexico,92231.0,"32.69,-115.49"
,Claverie Road,Calexico,92231.0,"32.7,-115.4"
615,East 5th Street,Calexico,92231.0,"32.67,-115.49"
1150-1152,Rosas Street,Calexico,92231.0,"32.68,-115.48"
1107,Imperial West Avenue,Calexico,92231.0,"32.68,-115.5"
500,Emerson Avenue,Calexico,92231.0,"32.67,-115.5"
618,West Palm Street,Calexico,92231.0,"32.68,-115.51"
754,Linholm Avenue,Calexico,92231.0,"32.67,-115.52"
,,Thermal,92274.0,"33.33,-116.05"
,Gas Domes Trail,Borrego Springs,92004.0,"33.19,-116.0"
,,Imperial,92251.0,"32.93,-115.88"
42,Opal Road,Imperial,92251.0,"32.74,-116.0"
,Hocker Drive,Ocotillo,92259.0,"32.69,-115.9"
,,Thermal,92274.0,"33.41,-116.01"
,,Thermal,92274.0,"33.4,-115.99"
,,Thermal,92274.0,"33.38,-115.94"
2661,Camino Drive,Thermal,92274.0,"33.32,-115.98"
,,Salton City,92275.0,"33.36,-115.91"
,,Salton City,92275.0,"33.34,-115.9"
1183,Shore Haven Avenue,Thermal,92274.0,"33.3,-115.96"
2098,Riviera Circle,Thermal,92274.0,"33.28,-115.95"
,,Salton City,92275.0,"33.26,-115.8"
61,Sunset Way,Palo Verde,92266.0,"33.43,-114.73"
,Unnamed Road,Brawley,92227.0,"33.07,-114.98"
,California 111,Niland,92257.0,"33.36,-115.73"
9549,Avenue East,Niland,92257.0,"33.35,-115.73"
,Unnamed Road,Winterhaven,92283.0,"32.79,-114.65"
A,York Road,Winterhaven,92283.0,"32.8,-114.55"
2064,3rd Street,Winterhaven,92283.0,"32.76,-114.63"
,Kumeyaay Highway,Winterhaven,92283.0,"32.74,-114.66"
,White Mountain Road,,,"37.35,-118.18"
,Riverside Road,Bishop,93514.0,"37.4,-118.43"
,North Round Valley Road,Bishop,93514.0,"37.39,-118.6"
,Unnamed Road,Bishop,93514.0,"37.25,-118.45"
393,Mount Tom Road,Bishop,93514.0,"37.37,-118.45"
2470,Sunrise Drive,Bishop,93514.0,"37.35,-118.42"
2451,West Line Street,Bishop,93514.0,"37.36,-118.42"
561,Lagoon Street,Bishop,93514.0,"37.36,-118.4"
219,East Yaney Street,Bishop,93514.0,"37.37,-118.39"
361,Clarke Street,Bishop,93514.0,"37.36,-118.39"
,Baker Creek Road,Big Pine,93513.0,"37.17,-118.3"
,Waucoba Saline Road,Big Pine,93513.0,"36.95,-117.9"
,Division Creek Road,Big Pine,93513.0,"36.94,-118.31"
,,Lone Pine,93545.0,"36.64,-118.05"
,Hogback Road,,,"36.63,-118.18"
,Unnamed Road,,,"36.13,-117.69"
,,DEATH VALLEY,92328.0,"36.4,-117.02"
,Charles Brown Highway,Shoshone,92384.0,"36.0,-116.22"
1615,Bedford Way,Bakersfield,93308.0,"35.42,-119.02"
,,Oildale,93308.0,"35.42,-119.03"
300,Petrol Road,Bakersfield,93308.0,"35.45,-119.03"
1201,Citation Way,Bakersfield,93308.0,"35.44,-119.05"
4109,Manor Street,Bakersfield,93308.0,"35.44,-119.02"
112,Brighton Way,Bakersfield,93308.0,"35.43,-119.02"
407,Oildale Drive,Bakersfield,93308.0,"35.41,-119.03"
912,Castaic Avenue,Bakersfield,93308.0,"35.42,-119.04"
1444,Norris Road,Bakersfield,93308.0,"35.42,-119.05"
113,East Belle Avenue,Bakersfield,93308.0,"35.41,-119.02"
904,Mammoth Avenue,Bakersfield,93308.0,"35.41,-119.04"
598,South Oildale Drive,Bakersfield,93308.0,"35.4,-119.03"
6914,Norris Road,Bakersfield,93308.0,"35.42,-119.08"
6018,Norris Road,Bakersfield,93308.0,"35.42,-119.07"
7901,Kimberly Avenue,Bakersfield,93308.0,"35.41,-119.09"
9701,Bossa Nova Court,Bakersfield,93312.0,"35.42,-119.11"
7800,Coffee Road,Bakersfield,93308.0,"35.43,-119.09"
4233,Foster Avenue,Bakersfield,93308.0,"35.4,-119.05"
7001,Downing Avenue,Bakersfield,93308.0,"35.39,-119.08"
4500,Q Street,Bakersfield,93301.0,"35.4,-119.01"
705,34th Street,Bakersfield,93301.0,"35.39,-119.01"
2231,R Street,Bakersfield,93301.0,"35.38,-119.01"
3232,H Street,Bakersfield,93301.0,"35.39,-119.02"
2870,Skyline Boulevard,Bakersfield,93305.0,"35.4,-118.99"
2800,Loma Linda Drive,Bakersfield,93305.0,"35.4,-119.0"
115,Bernard Street,Bakersfield,93305.0,"35.39,-119.0"
1801,Panorama Drive,Bakersfield,93305.0,"35.41,-118.97"
2824,Saint Marys Street,Bakersfield,93305.0,"35.4,-118.97"
2914,Dartmouth Street,Bakersfield,93305.0,"35.4,-118.98"
1133,Panorama Drive,Bakersfield,93305.0,"35.41,-118.98"
2912,Noble Avenue,Bakersfield,93306.0,"35.4,-118.96"
2931,Crest Drive,Bakersfield,93306.0,"35.41,-118.96"
2935,Oswell Street,Bakersfield,93306.0,"35.4,-118.95"
2801,Bernard Street,Bakersfield,93306.0,"35.39,-118.96"
1708,Camino Primavera,Bakersfield,93306.0,"35.38,-118.96"
3013,Fernvale Road,Bakersfield,93306.0,"35.38,-118.95"
5612,Hillburn Road,Bakersfield,93306.0,"35.38,-118.94"
7700,Willis Avenue,Bakersfield,93306.0,"35.38,-118.92"
4004,Crescent Drive,Bakersfield,93306.0,"35.41,-118.95"
2908,Brock Way,Bakersfield,93306.0,"35.4,-118.94"
3964,Claremont Drive,Bakersfield,93306.0,"35.39,-118.94"
9312,Ceres Street,Bakersfield,93306.0,"35.41,-118.9"
4708,Panorama Drive,Bakersfield,93306.0,"35.41,-118.94"
,Morningstar Avenue,Bakersfield,93306.0,"35.4,-118.91"
12020,Pioneer Drive,Bakersfield,93307.0,"35.37,-118.87"
1300,Royal Way,Bakersfield,93306.0,"35.37,-118.91"
10997,Redbank Road,Bakersfield,93307.0,"35.34,-118.88"
5702,Pioneer Drive,Bakersfield,93306.0,"35.37,-118.92"
706,Meadows Street,Bakersfield,93306.0,"35.37,-118.93"
728,Normandy Drive,Bakersfield,93306.0,"35.37,-118.94"
3101,Lexington Avenue,Bakersfield,93306.0,"35.37,-118.95"
2619,Trust Avenue,Bakersfield,93306.0,"35.37,-118.96"
1903,Bernard Street,Bakersfield,93305.0,"35.39,-118.97"
1524,Palm Drive,Bakersfield,93305.0,"35.38,-118.97"
1321,Haley Street,Bakersfield,93305.0,"35.38,-118.98"
1307,Chamberlain Avenue,Bakersfield,93305.0,"35.37,-118.97"
1111,King Street,Bakersfield,93305.0,"35.38,-118.99"
2127,Robinson Street,Bakersfield,93305.0,"35.39,-118.98"
511,Bernard Street,Bakersfield,93305.0,"35.39,-118.99"
1200,Union Avenue,Bakersfield,93305.0,"35.37,-119.0"
1001,Dolores Street,Bakersfield,93305.0,"35.37,-118.99"
602,Williams Street,Bakersfield,93305.0,"35.37,-118.98"
1300,R Street,Bakersfield,93304.0,"35.37,-119.01"
1531,23rd Street,Bakersfield,93301.0,"35.38,-119.02"
2222,Cedar Street,Bakersfield,93301.0,"35.38,-119.03"
2458,California Avenue,Bakersfield,93301.0,"35.37,-119.03"
1251,Oak Street,Bakersfield,93304.0,"35.37,-119.04"
3412,Elm Street,Bakersfield,93301.0,"35.39,-119.03"
328,Oakdale Drive,Bakersfield,93309.0,"35.36,-119.04"
4108,La Mirada Drive,Bakersfield,93309.0,"35.36,-119.05"
6004,Poso Court,Bakersfield,93309.0,"35.36,-119.07"
7004,Saddleback Drive,Bakersfield,93309.0,"35.36,-119.08"
5105,California Avenue,Bakersfield,93309.0,"35.36,-119.06"
2424,Buena Vista Street,Bakersfield,93304.0,"35.36,-119.03"
1312,Eye Street,Bakersfield,93301.0,"35.37,-119.02"
316,Eye Street,Bakersfield,93304.0,"35.36,-119.02"
801,4th Street,Bakersfield,93304.0,"35.36,-119.01"
301,East 4th Street,Bakersfield,93307.0,"35.36,-119.0"
205,Terrace Way,Bakersfield,93304.0,"35.35,-119.0"
1670,Virginia Avenue,Bakersfield,93307.0,"35.36,-118.98"
316,Northrup Street,Bakersfield,93307.0,"35.36,-118.99"
98,Sterling Road,Bakersfield,93307.0,"35.36,-118.94"
304,Oswell Street,Bakersfield,93307.0,"35.36,-118.95"
317,Louella Drive,Bakersfield,93307.0,"35.36,-118.96"
310,Industrial Street,Bakersfield,93307.0,"35.36,-118.97"
3629,La Dorita Street,Bakersfield,93307.0,"35.32,-118.95"
1825,Feliz Drive,Bakersfield,93307.0,"35.35,-118.98"
921,Feliz Drive,Bakersfield,93307.0,"35.35,-118.99"
2400,Lotus Lane,Bakersfield,93307.0,"35.33,-118.99"
180,East White Lane,Bakersfield,93307.0,"35.32,-118.99"
700,Maitland Drive,Bakersfield,93304.0,"35.35,-119.01"
709,Ming Avenue,Bakersfield,93307.0,"35.34,-119.01"
1511,Terrace Way,Bakersfield,93304.0,"35.35,-119.02"
1529,El Rancho Place,Bakersfield,93304.0,"35.34,-119.02"
1500,Hughes Lane,Bakersfield,93304.0,"35.34,-119.03"
2331,Terrace Way,Bakersfield,93304.0,"35.35,-119.03"
3402,Terrace Way,Bakersfield,93309.0,"35.35,-119.04"
,Unnamed Road,Bakersfield,93309.0,"35.35,-119.06"
4200,Ming Avenue,Bakersfield,93309.0,"35.34,-119.05"
2708,Daken Street,Bakersfield,93309.0,"35.33,-119.05"
509,Pebble Beach Drive,Bakersfield,93309.0,"35.35,-119.07"
6113,Cypress Point Drive,Bakersfield,93309.0,"35.34,-119.07"
2706,Cormier Drive,Bakersfield,93311.0,"35.33,-119.12"
8847,Kroll Way,Bakersfield,93311.0,"35.35,-119.1"
7005,School House Lane,Bakersfield,93309.0,"35.34,-119.08"
7001,Stockdale Highway,Bakersfield,93309.0,"35.35,-119.08"
7804,Kroll Way,Bakersfield,93309.0,"35.35,-119.09"
2605,Slender Oak Court,Bakersfield,93311.0,"35.33,-119.1"
6816,Shelby Loop,Bakersfield,93309.0,"35.32,-119.08"
7901,Westwold Drive,Bakersfield,93309.0,"35.33,-119.09"
5109,Hartford Avenue,Bakersfield,93309.0,"35.32,-119.06"
6104,Eastbourne Way,Bakersfield,93309.0,"35.33,-119.07"
2704,Gramercy,Bakersfield,93309.0,"35.33,-119.06"
1610,Rosalia Drive,Bakersfield,93304.0,"35.33,-119.02"
,,Bakersfield,93304.0,"35.33,-119.03"
620,Patricia Avenue,Bakersfield,93304.0,"35.33,-119.01"
2120,South Union Avenue,Bakersfield,93305.0,"35.33,-119.0"
5912,Leo Street,Bakersfield,93307.0,"35.3,-118.99"
71,East Pacheco Road,Bakersfield,93307.0,"35.31,-119.0"
7901,Fallen Pine Way,Bakersfield,93313.0,"35.3,-119.09"
3804,Sweet Springs Street,Bakersfield,93309.0,"35.32,-119.04"
4200,Alum Avenue,Bakersfield,93309.0,"35.32,-119.05"
3401,Pacheco Road,Bakersfield,93313.0,"35.31,-119.04"
2501,Tricia Court,Bakersfield,93304.0,"35.32,-119.03"
1517,Garfield Avenue,Bakersfield,93304.0,"35.32,-119.02"
4301,Renee Avenue,Bakersfield,93313.0,"35.3,-119.05"
2420,Maurice Avenue,Bakersfield,93304.0,"35.3,-119.03"
6012,Ream Way,Bakersfield,93307.0,"35.3,-119.02"
3904,Pontiac Street,Bakersfield,93304.0,"35.32,-119.01"
705,Pacheco Road,Bakersfield,93307.0,"35.31,-119.01"
6104,Strawbridge Court,Bakersfield,93307.0,"35.3,-119.01"
6000,Provincetown Avenue,Bakersfield,93313.0,"35.27,-119.07"
11077,California 223,Bakersfield,93311.0,"35.22,-119.13"
288,Houghton Road,Bakersfield,93307.0,"35.24,-119.01"
801,Hosking Avenue,Bakersfield,93307.0,"35.28,-119.01"
752,Buena Vista Boulevard,Bakersfield,93307.0,"35.24,-118.99"
1323,Panama Road,Bakersfield,93307.0,"35.27,-118.99"
,Frazier Mountain Park Road,Frazier Park,93225.0,"34.82,-118.93"
4042,North End Drive,Frazier Park,93225.0,"34.83,-118.95"
117,Truman Drive,Frazier Park,93225.0,"34.81,-118.95"
1201,Azalea Drive,Pine Mountain Club,93222.0,"34.83,-119.15"
,Unnamed Road,Frazier Park,93225.0,"34.95,-119.16"
516,Kern Street,Taft,93268.0,"35.06,-119.4"
,Unnamed Road,Maricopa,93252.0,"35.07,-119.45"
,Gerald Street,Taft,93268.0,"35.19,-119.42"
,Unnamed Road,Taft,93268.0,"35.27,-119.5"
,Unnamed Road,Taft,93268.0,"35.17,-119.48"
,Taft Highway,Taft,93268.0,"35.16,-119.45"
,Unnamed Road,Taft,93268.0,"35.17,-119.46"
501,Main Street,Taft,93268.0,"35.14,-119.46"
403,Pilgrim Avenue,Taft,93268.0,"35.14,-119.47"
1124,4th Street,Taft,93268.0,"35.15,-119.45"
510,Ward Street,Taft,93268.0,"35.13,-119.45"
610,Shattuck Avenue,Taft,93268.0,"35.13,-119.46"
2223,25 Hill Road,Taft,93268.0,"35.13,-119.47"
131,North Main Street,Buttonwillow,93206.0,"35.4,-119.47"
,Brandt Road,Buttonwillow,93206.0,"35.4,-119.42"
5501,Verdugo Lane,Bakersfield,93312.0,"35.41,-119.12"
3331,Calloway Drive,Bakersfield,93312.0,"35.39,-119.11"
10599,Meacham Road,Bakersfield,93312.0,"35.39,-119.12"
5224,Wegis Avenue,Bakersfield,93314.0,"35.41,-119.19"
17837,Brimhall Road,Bakersfield,93314.0,"35.37,-119.2"
10606,Enger Street,Bakersfield,93312.0,"35.38,-119.12"
2211,Calloway Drive,Bakersfield,93312.0,"35.38,-119.11"
10805,Brimhall Road,Bakersfield,93312.0,"35.37,-119.12"
5215,Minter Field Avenue,Shafter,93263.0,"35.5,-119.18"
30121,Madera Thru 30141 Avenue,Shafter,93263.0,"35.52,-119.28"
